labels,text
4,"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6"
6,@Bptbtrfly surprisingly i am actually not super tired... would like to just lay in bed for a while though
5,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she'll have returned &amp; I wouldn't have missed her SO MUCH!"
3,@tagscats thanks! You know that happens once in awhile
5,@blkademic I'm sorry to hear that! sometimes family sucks
4,Going to bed now...good night tweeters
3,"I'm finally going to bed, everybody.. whatever you're doing, BE BLESSED!"
4,@thunder_express i didnt get to see it tonight
5,Sleppytime. Really missing my godfather right now. Love you Wayne
5,I need to relocate to the west coast.. This weather here is killin me!!!
3,@redrobinrockn next one for you!
6,@twilightgossip sad about young love coming to an end  They were sooo cute together!
4,@littletiara haha dont we ever do that before  many times
3,@ExocetAU i always have those for my Champions League parties  Tis awesome
5,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game
4,Ugh cant sleep on  this bus.  still have like 5 hours
5,@mikekang That is super sad   How is Bart etc holding up?
3,"@stayingyoung I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!)."
4,just dropped my biscuit in my tea
4,"@Giggles_xo   dang it, so its not certain ? ? ? are you okay?"
5,Finally got a call for marriage counseling 3 days late....
4,"@RythmIQ AZ's Finest Vol. 3...intro, how it lookn?????"
4,@Jas_Mean WHERE?
3,"@JaimeMcKnight YAY!!!!   I have Mark issues, too...you'll find I have A LOT of issues.   lmao"
4,@heyystephieee AGAIN AGAIN.
4,"@talesfromthepit Loved your blog from the MusiCares event, good work"
4,Happy Star Wars Day ...  &quot;May the 4th be with you&quot;.... read http://tinyurl.com/axsujx for more ;)
0,@_supernatural_ more Demon Sam!! I need it to numb the pain  xXx
4,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation
4,@SteveAgent I think I should... But with who? Hmmmm. Maybe a friend in ALASKA
4,is cleaning the house for her family who is comming later today..
6,@SerbIaNGoDdesS Hmm Ok next time i see you il just get you to explain to me the whole process  haha
3,Happy Mothers Day to all the beautiful mom's out there  A day to cherish the best women in our lives
4,Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there
4,Work...
3,fun day with boo. short but fun
5,"wishing, i was at the michou show right now.. god. life isnt fair"
3,@Andph112 hope you enjoyed your holiday
3,HAPPY B-DAY SHARON
5,Awww that lil girl on bgt :'( when they said she didnt have time :'( that was soo sad  and them huggin her
3,"In Whin Park on the swings, victory is all mine right now"
3,27 Followers  23 More....for Twitter Party!!!!!
5,keep @lulion07 and his family in your prayers. his lil bro jus passed away
3,"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year  http://plurk.com/p/su622"
4,I want a new mountain bike
4,@David_Henrie Hey David. Did You enjoyed Wango Tangoo?
4,@rockingjude The link doesn't work
4,"@Norbridge Also, using vintage or antique pieces offers a green solution.  No higher form of recycling, in my opinion!"
3,Happy #juddday everybody!
4,"@mlwebb See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that's why God gave us DVR. :-D @jen_niffer"
4,@TwentyFour  what I said!    I'll have to think about it and try again!
3,about to go to acting school  yayay
3,Proudly watching my film  http://bit.ly/dP2Uh
3,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! &lt;3 ... life.lOve.stress &amp;&amp;. set backs &lt;3 gnite
4,@mitchelmusso
5,@hitekfame my bad... I am always running...
5,#myweakness too loving ...i always let negative people into my life
6,@FriendlyFetus cause they changed man....
6,@momlogic OMG....that is soooo sad.
3,Averaged $31 per hour at work today! Gotta love holidays
4,Through the Fire and Flames - Dragonforce
3,"@bunnymousekitt hahaha, yes, our discussions always seem to jump around randomly"
5,@erickadiaz I get to go to coffee now  It's no fun. I hate it too!
4,@iminditch yesh and that potato guy is online... but hes not live
5,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!
6,"@Booooooom I love how Alex Pardee colours his picturs, so differnt"
5,"headache, headache, go away. come again another day...."
4,@ladymaryann There!
4,@lbruning it's called: dedicated
3,@JOY949 thanks for promoing the show for me in my absence  Glad you liked it. @sealfur and @flipthetape rock!
4,GRANADA BOWL WITH THE CREW! Birthday bowling for Fisch and me  http://twitpic.com/4wn29
3,@TheKellanLutz OMG i want to go too!  hahaha
6,@chrisfromracine That's for sure. That's why I intentionally turn my thought processes to the silly
5,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone
4,@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too
3,"@Buchautor Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!"
4,been To beach+ nanny's Just got back- roast Iater and then Pudding
3,@Meshel_Laurie Your father is a lucky man! He sounds like a fighter
3,Gotta love nasty weatherrrrr. @kileyymariee so jealous ur at knotts
6,Just getting an additional free day
3,"@sarahteaa good girl, sarah. now we've got ourselves a club"
4,Eating.
6,"@djbrandigarcia we got Watts, Chingo Bling, The Chile.. can't do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3"
3,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;"
4,Would like some Nutella. None to be had
4,Good Morning Twitts! Another GloOmy day in NYC!
3,@SeanTheROBOT  Good Evening!~
5,@yourboogiegirl DUDE. same.  it hurts
4,@turkeyburkey whatever do you mean?
6,"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today"
6,@espowari really? awesome! we love it...and I work at buckhead church too. I love it all around.
3,Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work
3,@jessbooka i just drove past your hotel  wish u was ere. I'm thinking a december trip for a real white xmas!!
4,"Lunch, club meeting, effin bored"
4,"@ChrisCuomo   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel"
4,Morning all - happy Star Wars day - May the 4th be with you!
3,@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!
5,Sorry was that mean
4,in my room its too damn warm! windows open but im still cooking !
3,"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ"
4,need more songs to download. suggestions? ill take anything
4,"@wendy_fred6 I haven't canceled my account yet and I haven't logged in since november I think, maybe I Should  My main was a rogue, lvl73"
4,warmed up nicely outside.  sucks being stuck inside coding
3,"@JustCierra Yep, they sang your song!"
5,Stuck at work! Stuck at work! I'm hungry.
4,@jessiealeea lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol
4,new location for spam off! http://www.blogtv.com/People/xbecksx
5,wish i was camping at loch lomond right now  stupid work. what film should i watch?
4,TGIF y'all! And it's really nice out... I work 12-5 though
4,@imkeshav I love flock on ubuntu
3,@DougPreston Well now I'm gonna be on a mission to find their music
4,@nick_carter The video is `private I cant see it
5,I'm headed home.. Sea world closed early
5,Strained a muscle in my lower back today. &amp;*#&amp; it hurts! What hurts most is .. no running this weekend.
4,@vitalstatistiks Since you travel quite often and use online travel sites we would love some feedback on iXiGO.com from you
5,Leaving SF soon. I just might cry.
4,Boreedd
3,Finally going home! Its been a long night.. Ready to crash and have awesome dreams
5,i need new running shoes!! my feet are completely torn up
0,@mikeavila ack! I just read about your show  that's horrible!!! No accounting for taste.
4,@nomaditation  oo? u?op ?p?sdn ??d?? ss???sn s??? u?????? ???? ? 'p??? o? p??? ?no? ?u?u?n? ?q ?o?p? u? ?o ??o? ???? ?oo? o? ???? o? ?sn?
4,@Maxwell5587 wow. hehehe. mushy-mushy mode.
3,"@bandit_zero its cool, and thats good"
5,"Aww @danbharris is getting married, congrats to him and his new wife! Now I miss the WN Weekend people"
4,"@madamminnie if I skipped, that could get messy   ROFL"
4,viendo Wolverine
5,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!
4,@johnfoliot I think we all need a oil change wash and wax every now and again
6,@dougiemcfly Oh no!!  Hope you get better for your show in Argentina! Good luck!
3,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though"
4,"@DaveP_47 hey, watch out you don't post too many adverts on your twitter feed. I wouldn't normally follow, but your blog is interesting"
5,@RetroRewind a buff guy.....unfortunatly alot of people dont know Danny's name either which is sad   Sophie is so sweet
4,@sloanfinley  i totally would house you if i lived there
4,Microsoft Announced Windows 7 Release Candidate. Download available tomorrow
5,going to a work people party then going home to visit Grandma. Sadness
5,@bellagm yes that sucks. i miss you
4,@CartoonBeardy ....welcome to public transport  X
4,@shetouchthesky You should direct your &quot;wanting to invest in @Twitter&quot; questions to @ev or @biz.  They are the big cheeses.
5,@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?
5,My dog died today. We had her for 11 years. I miss her so much.
5,@pntbtrkisses I agree with @Dog_Crazy it's not worth it - block them &amp; let Twitter police know about harrassment.
6,Cinema tonight  it is half the price on Monday ;)
4,@oneofthosefaces all tubes closed on 9th and 10th of june  any idea of how to get to the venue?
3,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!
5,is working until 11 tonight  http://plurk.com/p/x2kbv
4,"@NiftyKnits I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!"
5,i feel like crap
4,@missonice join the club
3,Chick fil a on the morning of my final...that is a must!!  *amj*
4,Grad present photos on facebook
4,@fadeout all you have to do is have your boyfriend say something for me so i can hear his accent.
3,making german apple slice  nom nom nom
4,@iamraphael to bad yo dint cast to late times like 4am
5,@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable
3,@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING
3,hahahahaha let's tweet! I have two hours  and I need a....
6,just realized i have 30 followers HEY GUYS
4,"Dad's retelling his saskatoon m&amp;g story, love hearing what the guys said to him  I never heard any of it"
6,@twistedthursday She does!
4,"@SwimInGelatin congrats, dreps! and good luck sa interview!"
4,twittascope is NOT rocking my socks - go away already!!
5,moving back home today. pro: obnoxiously closer to @thom1937 con: no more mpls runs/excursions for at least a year.
3,"@iamkhayyam Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don't announce and shit - LOL"
3,"Family is here,hanging with them"
3,"@solobasssteve Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PM? Would be nice to see you."
3,Back in the office for a hectic week - but the weekend was awesome
5,i could tell its gonna be an angry day...
4,"@mathewhulbert  Now there's a question for 140 characters   One of history's great unanswered what if's, I would say"
3,watching miss cytheria
4,@geirfreysson my dad just bought me both of these  they're tricky language tho
5,HA! I'd give Kristen plenty of free hugs! *sigh* if only I could
5,Follow @Mz5thAve cause she really shop there!!! Even though she don't be showin love no more
4,@LetterstoCHRIS Tell everybody I say hello.
4,@elledeutsch ok ! can you text me so I have your number..i didnt have any saved to sim
6,I'm so stupid! It's Star Wars Day!!! May the 4th be with you!!!
5,@Afey umm how abt a comment like that :p &quot;i dont like this&quot;
3,"@cydonian why? i enjoy fancy meals on my own smtimes, thr's joy in solitude, u can REALLY enjoy the food &amp; it's lk a date with the world"
3,http://twitpic.com/4wc1y - Cracking myself more &amp; more up..  PhootoBoothingisFunForBunny Volumen Eins!
4,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.
4,@rumoko Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both
4,@LelahG Next time
4,makin tea an its stressin me out
4,@yellowpeel The sight of it made my afternoon
3,@natburleson nope  husband is golfing &amp; tornado &amp; I are playing. Im so spoiled everyday. esp LAST sunday (tattoo )
6,@jamesonhall happy to help
4,back to my interesting emails...
3,@QueenofSpain Good night Erin!  i wouldn't say that this is early or that you are old.
4,actual updateee...sleeeping soon. watching the lion kinggg.
5,How do you forgive yourself for hurting the one you love the most?
5,@AmyMonzon booooo  my senior yearbook sucks thanks for the memories bhs -___-
5,@dannygokey im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!
3,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome
4,Its hard to get a good Google listing for wills in Wiltshire because one of the local MPs is called Wills
4,"Guys Richard fleeshman got twitter, FOLLOW HIM  @RFleeshman"
4,..i graduate today
4,seepin'.
5,@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad
4,@alaksir Thank you for the FF
4,Is getting the hang of Twitter.
4,"@chelemodica i wish, 2:55 i Corning NY 2:56 in Ottawa and 2:53 in Corning NY a few years later... its only a matter of time"
6,@NikkiBenz There is a cool scene at the end that ties in with another Comic Book movie.
3,@PinkBerryGirl Aha I see...will do
4,? &lt;---- I'm going to post this EVERYWHERE now.
5,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways
4,Picture Day for 3 YO preschooler. Light blue striped utton down and kahkis.  Wonder what color they will be when I pick him up in 3 hours
4,I need to go to sleep before 4am tonight...  ... So exhausted.
4,@becca_roo you're welcome.
3,@raenewman you called me? didn't get that.  nest time for sure. maybe i'll come to LA soon. i hella wana go to Disneyland.
5,"At school, it's so boring"
3,@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely
3,I had an amazing night with my friends!!!  now I am losing my voice!
3,"having a great time on vacation, sure as heck don't want to go to work on tues."
5,"@ninnifur   Animas calls it Combo. Sometimes it works pizza, sometimes not. What pump do you use again?"
4,@Ihnatko Huh. I'll have to try that (for no other reason then just to try it
4,Just learned aobut #starwarsday. Thus: &quot;There are only 3 movies and Han Solo shot first&quot;. Deal with it
4,"@idocpro @sorchamorrigan Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p"
5,wow i just woke up and read drews blog .. oh man im seriously crying right now
3,Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!
4,@tyhra_renee @MzLadi_B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn't crd us 4 our Scorpian bwl
3,"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!"
5,waubonsie lost  they're out. i'm soo pissed
3,"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the 'BEYONCE WEEKND' coming soon."
3,"@sexy_pickle lol, thank you very much Hope you're having a great day!"
5,@irishjonasfan lol now your making me feel bad for not coming on  lol
6,recapping on britains got talent. britain seems more talented than america
5,got caught in the rain outside. now im cold bbbrrr
3,"coraline was scary yesterday, didn't puke luckily.  ahaa. 1 week &amp; 1 day till i'm 14 baby"
4,@KellyContant (votes) sadly no.. but did you vote for my log yet?  I'm gonna vote for yours
4,@sugarsharrk Hey I was scared last night at 3:17 because of you... and I had several bad nightmares
4,HAPPY MOTHER'S DAY to ALL MOM'S HERE and to YOUR MOMS too
4,@teabot Use the facial recognition feature in iLife '09
5,It's Hollie spelt with an 'ie' not a y!! She made me cry on BGT tonight  Gxx
5,"@mitchelmusso Not allowed to call as I live in the UK, my parents say it will cost to much  Sucks !!"
3,@khanserai Thank you  and hope you are having a great day
3,listening to some music!
6,@jkocurek @mikeflynn - really? What a waste of money then
3,best part of that movie was that kirk was a total babe
4,@pikalek No html converter on there   Think we're going with  http://bit.ly/3pJNC  'cause it took 5 min. to get working.
4,awww bless her. she made me cry
4,"@bhamboxset I saw them at a show a few weeks ago.  Hate to say I was not all that impressed    fun. and AS were good, though."
4,@jglass8 its tomorrow.
5,@Pristina I hide my berry like a slave REGULARLY only today I was caught by massa   &amp; im def not light enough to be a juice pouring slave
5,"@DonnieWahlberg - l'd come if u could, but Australia is just too far away"
3,feeling so great!
4,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09
4,lonely ..
5,"stomach cramps; sat in bed with a hot water bottle having some hot milk &amp; toast, i feel like a wi girl again :') minus the stomach cramps"
5,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!
6,"@LauriM OH WAIT, I read that wrong. OK hellboy"
4,"And here goes my first Twitter from #TwitterBerry Application from my #BlackBerry Bold 9000..  Cheers, long live.. #SMR"
5,how to have a glowing face? my complexion is always so pale
4,@Orcon DMed you.
4,TGIF!! But I have so much work to do this weekend
6,wants to wish all the moms a Happy Mother's Day.  Hope you're all treated like Queens!
5,@JoeWitless more nightmares?  *huggles*
5,Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito
4,weblogamo up kardam ama moteasefane baz postesh kootah shod  albate khob chizi nadashtam ke begam
4,@kiyomisu ya and i would have gained a few kgs by then.  what are you working on today?
4,"Going to have one last cig, then head to bed. Night Tweeters."
4,Is revisingg
4,"@ellewhite Oh man, that's rough.  Sounded like the weekend went well!  Get some sleep"
5,@sunilsebastian I still have a lot of time on my stupid contract...  18 months before I can change providers
4,Download movie  &quot;Ben 10: Alien Force&quot; http://tinyurl.com/czb7b2 cool #movie
4,is trying to find a profile picture that isn't too big!!! and loving the Hills marathon on MTV
4,@ianvisagie Why???
4,@gapingvoid 20 at least hugh  happy trails
3,freedom
4,Is about to start stupid chores!!!! Ewww.... stupid chores!!!!
5,I really miss Sebastian
4,"@theOlsens Aww, that's sad.  I miss seeing you guys on the big screen."
4,@TheWineVault thanks. but it IS seriuosly my back up plan
4,is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn't gryffindor
3,@kirstiealley It'd be nice but soon we'll have to Pay to Tweet
5,i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida
5,@active_girl - Bummer...mail came but package didn't
6,"@beautifulpyre GRR. we are only allowed gas grills where i live, it sucks."
3,"@introversimonDu sounds good.  and yeah, I turn 21 tomorrow so I'll definitely be partying."
4,@matthew_nl they're bees that will be trapped into my honeypot
4,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
6,@halbpro it's called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?
4,@rodcub They know no bounds.....
4,alright @brainerdbaptist. let's do this
6,had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today
5,soo sick. i hate my life
5,@miss_r I can't get one either because of the dog. I'm pretty sure the bunny wouldn't survive a struggle with Tom
4,Going to work
4,I have to go to work now.
4,"@Dynonugget Well, I'll have lemon and ranch for you. Not for me, though."
6,http://twitpic.com/672s3 - What I woke up to this morning...I didn't want to leave bed.
5,@courtpet oh sweet! I'll definitely check it out when I get the chance...
4,@BeachBabe4Ever genevaaa! my picture isnt showing up  i dont think im doing it right
4,"@PJPRI Just go near a hive, they'll tame you!"
4,sometimes spam leaks in to the message board.
5,"im just dreamin out loud, i cant have you for mine and i know it"
4,@xabierr im sure jont wont mind sharing
4,Laura When Ur up Call Me
3,@natsnapper Thanks   Our little girl just loves animals so all the 'oohs' and 'aahs' were very cute!
6,@macaronigirl Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.
5,@NellaGrl ...being lonely all the time.
4,"@AaronWarner I know, but I'm on Rogers and I'm pretty sure they don't have the same agreement with Twitter."
3,Getting the FAB portraits ready to upload today
3,Came back from Bishopstorford! Went to my Aunt's wedding party by the way. It was fun! I got to see my cousins again after about 3 years
5,"Just FYI, RUIN HOLLYWOOD IS CLOSED.  Last Friday was our Closing Night."
4,@sanmiglight whatever pung ! haha.. i dont care. JK
4,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
4,"@NikForsyth july 8th flight gets in, my mate here is on about goin hm early so am all"
5,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
4,Oh dear  #bgt
3,Today is not lost
4,@melodyxxx boooo!!! I bet it was a nice wallet too
5,is a failure
4,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics
5,usually when im gone celebs come on its so unfair
4,@micheleamadesi *hug*
4,is heading in to London to meet with @holytshirt and @annwitbrock let us know if you're about  still not sure what time we're meeting.....
4,"http://pic.gd/63ef My college, My friends"
4,good night..have to get up so early tomorrow
4,I want some grape juice.
6,Woke up early!! Dang man I know i'm not going back to sleep
3,"On a boat. On the way out to Norrï¿½ra. Gonna chill for a while, Party tonight!"
3,i'm done.haha. HOUSE MD marathon ulet
3,@snappingturtle @Jonin60seconds requested the date - and he is the guest of honour after all...
6,mannnn..... @alllyy_ got an iphone!!! im jealous....
3,IT'S MOTHER'S DAY
4,@Jakkkkk hey you!
3,"@babygirlparis hope you have a great weekend,Paris"
6,"@jamespenycate massive beer guardian. Huuuge. Told you already, don't you trust me?"
5,I don't like my dress
4,@esmeeworld Hey Esmee. How U doing?
4,sees your Steve Coogan and raises you a Dylan Moran.
3,@MCRsavedMilife haha yes
4,@michellebranch morning michelle  how's the oatmeal ?
4,"my camera's being a doucheeee, it stopped working"
5,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
4,hi all! i'm in again!
4,"@chantelleaustin I know... Sometimes it's just letting go of it all for a while that makes the difference, eh?"
6,@KarlosFarrar check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!
4,Happy Mothers Day to all your moms!
4,this thing was more fun with my itouch
4,http://twitpic.com/4wppg - Oh yeah  Bring on Morning tea tomorrow.
4,"@tinja69 lol fine, I go for her too"
5,"@codemonkeyism there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM"
5,Last day in maui
6,@RetroRewind Yay for Block Party!  You're the BOMB! Blockheads &lt;3 Dave!   Thanks for supporting NKOTB!
3,watching Bolt with my brothers and my mom.
4,@JonasBrothersOx umm..nope not anymoree
6,ugh... hangover. sign that i'm getting old
4,@JaimeMcKnight too late!  already finished the chapter and posted it!
4,@Bbolin1469 Why is it going to be anti-social?
4,DAMN IT!! _____________
3,@rosewindale Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great
5,@ChageAUS fiscally responsible is fiscally over rated
4,@arcadecore you wish
4,@Anthony_y_Tony and didn't bring me any????  You suck
4,Even numbers again
6,My #musicmonday offering: http://tinyurl.com/dg9ad5 Tony Christie feat. All Seeing I - Walk Like a Panther
5,Just getting back into the swing...Still sore from my surgery  and tired...Coffee time!
3,my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page
3,"@kevpar he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!"
5,Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.
4,@schittyw0k KILL IT JASMINE! Haven't talked to you for ages.
5,"Sad I missed @tylerhwilliams going away party due to too much work, but I really am gonna miss that kid"
3,@goldenboyluke  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!
5,@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune
4,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It's like Sophie's Choice!
6,"@DHughesy no your not  they are very cute, how you going being a daddy?"
4,"@mangamaniac  The Wilshire.  (it is where I stayed last year, too"
3,More pictures! It was such a pretty day  http://tr.im/kWOD #fb
4,@Firstladydaboss wats wrong boo
4,"@Exirel It's on today's menu, don't worry"
4,good weekend
4,It's almost past 3. Time to go to bed
4,"sleepy time! and, my room is finally clean."
6,"@hank1914 Hey, that link didn't work for me"
3,@hannahgramm Haha damn you not inviting me
4,@tayezzy public bathrooms
6,@xxlaurenbeexx thanks  have fun at work lol xxx
4,"@goibhniu Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)"
3,@pretentiousgit what a cute dog
6,@JonathanRKnight you're so gorgeous!!
6,@channilein It didn't start as a long message ... It just got longer when I wrote it
5,@aquafreak123   me too.  it depresses me thinking about it.
4,@marieeeeah yeeaaahh! even though i suck at twittering
6,"@Tina_Marie_2009 Glad to hear you're quitting. I hope it works out! Also, thanks for the sweet mother's day card. Made me smile."
3,"Finally started Twittering.... got to keep up... So downgrade from full colour, pictures etc. to simple small sized text messages...."
6,Oops!  My mom accidentally signed into my twitter account to comment on my pictures!
4,@jonmerryman I remember the show... I don't remember the hiccups...
5,"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago"
3,Had an awesome lunch with the family &amp; now dinner with the in-laws
5,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!"
4,@jayshake Internet radio thing for one of the many forums I am on
6,"@johnlacey had someone tell me tonight &quot;there are only 2 states to be in, QLD and Pissed&quot;"
5,@ringqvist seriously...it only gets sadder
3,You can't take this feeling away from me&lt;3. going to lay down &amp; watch a movie.
3,@LCLaurenConrad Can't wait to see it tonite!! should be hilarious
3,Zapatos for trashcan nachos and then an epic night
3,@formicadinette - Yipe! I'm sorry to hear that
4,@CHEVerlyHillz im hella pushin for it...how was tha graduation..sorry i couldnt smash thru...
3,@WatchMeRise youre very welcome....you deserve it!!
4,"@Angela_Griffin I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!"
6,@nickjfrost that's what i tell everyone! their food is the WORST! no one understands my horror.
3,30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain't so bad either!  now those are memories!
3,@laniew the exact one i was thinking of  the bestttt.
5,i am braid free  i miss thee ... BLOND HERE I COME!!
3,feeling nice... got a big ass smile on my face for no reason  @mralister take my ass to sleep right? lol
3,@mrstreme Thanks so much! I will be back on tour soon. Two new books in the pipeline!
0,Working   But it's Fridaaaayyyyy
5,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day"
5,shower time
4,@devbanana nice! no idea about C++. try IBM's TTS works great IMO.
5,@binary42 I'm sorry you won't make it.
4,needs some snuggle time....  but has to get through the work day first.  Boo.
5,"feeling very stressed and strung out, awake at 4.50am, mind buzzing... and Mrs Dr. A is not talking to me"
4,"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm &amp; ask, &quot;What is that noise about?&quot;"
4,"@duciaestherine ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer"
4,"@Diond408 ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac"
4,SoCal!  stoked. or maybe not.. tomorrow
4,@micahrowland Step by step. I'll work on the cheesecake after I master the quiche.
4,@jayrock thnx babe  just call me when u finish it....
3,"@mightyvanessa Hahaha, that's a cool pic that Sal made of Daniel and you. lol."
5,I miss my baby
4,#liesboystell buzy this week
4,OO YAY 39 FOLLOWERS I WANT 100  HELP ME
5,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,"
4,is off
3,@AimeeLady The girls there last night would have let her! And I figure the boys would have enjoyed watching...
4,"@BleedBlacknGold meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter"
4,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?"
4,On my way to the airport! Headed to NYC
5,Didn't bring connector for camera on trip...saving new photos will have to wait another week...
5,@BrendonBudness unfortunatley it is the tooth kind of crown
4,@nickNOTLIVE  eat something!
5,@ottosdaughter sorry to hear that
5,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.
4,@besufern @sillywhitney @lautore someone tell @jasonekim if he wants help with the bus to just lemme know.   he no follow me.
5,not feeling well at all today! ugh cant I just go home.
5,@LLDA  lo siento but I dint have enough room =/
3,@vivanews_com All breaking news will be tweeted here I hope  welcome to twitter!
4,frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day
5,I'm feeling so frustrated...I just can't get things to work!!
6,"@Sobk13 I love to eat chicken, would I be a cannibal chicken?"
5,@ddlovato or with other food like i can't put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW
6,getting rained out @ the devon horse show.  *head desk*
4,A- on my french paper.
4,oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced
6,@DebiLayne i know!! No money for pedicures!!
3,@xoJennyPennyxo I like too  how are you?
